0,0.0384615,0.0384615,0,0,1497.32,1487.52,835.23
1,0.0384615,0.0769231,0,0,100.94,-702.391,939.452
2,0.0384615,0.115385,0,0,100.939,-9.8009,939.452
3,0.0384615,0.153846,0,0,100.937,-9.80084,939.452
4,0.0384615,0.192308,0,0,100.937,-9.79816,939.452
5,0.0384615,0.230769,0,0,100.94,-9.80121,939.452
6,0.0384615,0.269231,0,0,100.94,-9.79974,939.452
7,0.0384615,0.307692,0,0,100.937,-9.80084,939.452
8,0.0384615,0.346154,0,0,100.937,-9.79999,939.452
9,0.0384615,0.384615,0,0,100.937,-9.79999,939.452
10,0.0384615,0.423077,0,0,100.937,-9.79999,939.452
11,0.0384615,0.461538,0,0,100.937,-9.79633,939.452
12,0.0384615,0.5,0,0,100.943,-9.7981,939.451
13,0.0384615,0.538462,0,0,100.949,869.626,939.451
14,0.0384615,0.576923,0,0,1497.32,-1693.96,835.229
15,0.0769231,0.0384615,0,0,-692.591,91.1403,939.452
16,0.0769231,0.0769231,0,0,-623.427,-633.227,1043.67
17,0.0769231,0.115385,0,0,-623.429,-9.80341,1043.67
18,0.0769231,0.153846,0,0,-623.427,-9.79999,1043.67
19,0.0769231,0.192308,0,0,-623.427,-9.79858,1043.67
20,0.0769231,0.230769,0,0,-623.427,-9.79724,1043.67
21,0.0769231,0.269231,0,0,-623.427,-9.80273,1043.67
22,0.0769231,0.307692,0,0,-623.427,-9.80139,1043.67
23,0.0769231,0.346154,0,0,-623.427,-9.79999,1043.67
24,0.0769231,0.384615,0,0,-623.427,-9.79999,1043.67
25,0.0769231,0.423077,0,0,-623.427,-9.79999,1043.67
26,0.0769231,0.461538,0,0,-623.427,-9.7973,1043.67
27,0.0769231,0.5,0,0,-623.428,-9.79169,1043.67
28,0.0769231,0.538462,0,0,-623.428,624.825,1043.67
29,0.0769231,0.576923,0,0,-692.591,-121.945,939.451
30,0.115385,0.0384615,0,0,-0.000915527,91.1388,939.452
31,0.115385,0.0769231,0,0,-0.00341797,-633.229,1043.67
32,0.115385,0.115385,0,0,-0.000488281,-9.80048,1043.67
33,0.115385,0.153846,0,0,-0.00341797,-9.80145,1043.67
34,0.115385,0.192308,0,0,-0.00341797,-9.79865,1043.67
35,0.115385,0.230769,0,0,-0.00341797,-9.79724,1043.67
36,0.115385,0.269231,0,0,-0.00341797,-9.80261,1043.67
37,0.115385,0.307692,0,0,-0.00341797,-9.80145,1043.67
38,0.115385,0.346154,0,0,-0.00341797,-9.79999,1043.67
39,0.115385,0.384615,0,0,-0.00341797,-9.79999,1043.67
40,0.115385,0.423077,0,0,-0.00341797,-9.79999,1043.67
41,0.115385,0.461538,0,0,-0.00341797,-9.7973,1043.67
42,0.115385,0.5,0,0,-0.0032959,-9.79169,1043.67
43,0.115385,0.538462,0,0,-0.00335693,624.826,1043.67
44,0.115385,0.576923,0,0,-0.000915527,-121.945,939.451
45,0.153846,0.0384615,0,0,-0.000854492,91.1374,939.452
46,0.153846,0.0769231,0,0,0,-633.227,1043.67
47,0.153846,0.115385,0,0,-0.00146484,-9.80341,1043.67
48,0.153846,0.153846,0,0,0,-9.79999,1043.67
49,0.153846,0.192308,0,0,0,-9.79865,1043.67
50,0.153846,0.230769,0,0,0,-9.79712,1043.67
51,0.153846,0.269231,0,0,0,-9.80273,1043.67
52,0.153846,0.307692,0,0,0,-9.80145,1043.67
53,0.153846,0.346154,0,0,0,-9.79999,1043.67
54,0.153846,0.384615,0,0,0,-9.79999,1043.67
55,0.153846,0.423077,0,0,0,-9.79999,1043.67
56,0.153846,0.461538,0,0,0,-9.7973,1043.67
57,0.153846,0.5,0,0,0,-9.79169,1043.67
58,0.153846,0.538462,0,0,0,624.825,1043.67
59,0.153846,0.576923,0,0,-0.000854492,-121.943,939.451
60,0.192308,0.0384615,0,0,0.00109863,91.1374,939.452
61,0.192308,0.0769231,0,0,0.00140381,-633.227,1043.67
62,0.192308,0.115385,0,0,0.00134277,-9.80341,1043.67
63,0.192308,0.153846,0,0,0.00134277,-9.79999,1043.67
64,0.192308,0.192308,0,0,0.00134277,-9.79865,1043.67
65,0.192308,0.230769,0,0,0.00140381,-9.79712,1043.67
66,0.192308,0.269231,0,0,0.00140381,-9.80273,1043.67
67,0.192308,0.307692,0,0,0.00134277,-9.80145,1043.67
68,0.192308,0.346154,0,0,0.00134277,-9.79999,1043.67
69,0.192308,0.384615,0,0,0.00134277,-9.79999,1043.67
70,0.192308,0.423077,0,0,0.00134277,-9.79999,1043.67
71,0.192308,0.461538,0,0,0.00134277,-9.7973,1043.67
72,0.192308,0.5,0,0,0.00134277,-9.79169,1043.67
73,0.192308,0.538462,0,0,0.00128174,624.825,1043.67
74,0.192308,0.576923,0,0,0.000976562,-121.943,939.451
75,0.230769,0.0384615,0,0,879.428,91.1403,939.452
76,0.230769,0.0769231,0,0,634.628,-633.227,1043.67
77,0.230769,0.115385,0,0,634.629,-9.80341,1043.67
78,0.230769,0.153846,0,0,634.629,-9.79999,1043.67
79,0.230769,0.192308,0,0,634.629,-9.79858,1043.67
80,0.230769,0.230769,0,0,634.628,-9.79724,1043.67
81,0.230769,0.269231,0,0,634.629,-9.80273,1043.67
82,0.230769,0.307692,0,0,634.629,-9.80139,1043.67
83,0.230769,0.346154,0,0,634.629,-9.79999,1043.67
84,0.230769,0.384615,0,0,634.629,-9.79999,1043.67
85,0.230769,0.423077,0,0,634.629,-9.79999,1043.67
86,0.230769,0.461538,0,0,634.629,-9.7973,1043.67
87,0.230769,0.5,0,0,634.629,-9.79169,1043.67
88,0.230769,0.538462,0,0,634.63,624.825,1043.67
89,0.230769,0.576923,0,0,879.43,-121.945,939.451
90,0.269231,0.0384615,0,0,-1684.16,1487.52,835.23
91,0.269231,0.0769231,0,0,-112.139,-702.391,939.452
92,0.269231,0.115385,0,0,-112.138,-9.80084,939.452
93,0.269231,0.153846,0,0,-112.137,-9.80072,939.452
94,0.269231,0.192308,0,0,-112.137,-9.79901,939.452
95,0.269231,0.230769,0,0,-112.139,-9.80035,939.452
96,0.269231,0.269231,0,0,-112.14,-9.79901,939.451
97,0.269231,0.307692,0,0,-112.137,-9.80157,939.452
98,0.269231,0.346154,0,0,-112.137,-9.79999,939.452
99,0.269231,0.384615,0,0,-112.137,-9.79999,939.452
100,0.269231,0.423077,0,0,-112.137,-9.79999,939.452
101,0.269231,0.461538,0,0,-112.137,-9.79718,939.452
102,0.269231,0.5,0,0,-112.142,-9.7973,939.451
103,0.269231,0.538462,0,0,-112.149,869.629,939.451
104,0.269231,0.576923,0,0,-1684.16,-1693.96,835.229
-1,0,0,0,0,0,0,0
0,0.038469,0.038469,0.149732,0.148752,1497.32,1487.52,835.23
1,0.038462,0.0769196,0.010094,-0.0702391,100.94,-702.391,939.452
2,0.038462,0.115385,0.0100939,-0.00098009,100.939,-9.8009,939.452
3,0.038462,0.153846,0.0100937,-0.000980084,100.937,-9.80084,939.452
4,0.038462,0.192308,0.0100937,-0.000979816,100.937,-9.79816,939.452
5,0.038462,0.230769,0.010094,-0.000980121,100.94,-9.80121,939.452
6,0.038462,0.269231,0.010094,-0.000979974,100.94,-9.79974,939.452
7,0.038462,0.307692,0.0100937,-0.000980084,100.937,-9.80084,939.452
8,0.038462,0.346154,0.0100937,-0.000979999,100.937,-9.79999,939.452
9,0.038462,0.384615,0.0100937,-0.000979999,100.937,-9.79999,939.452
10,0.038462,0.423077,0.0100937,-0.000979999,100.937,-9.79999,939.452
11,0.038462,0.461538,0.0100937,-0.000979632,100.937,-9.79633,939.452
12,0.038462,0.5,0.0100943,-0.00097981,100.943,-9.7981,939.451
13,0.038462,0.538466,0.0100949,0.0869626,100.949,869.626,939.451
14,0.038469,0.576915,0.149732,-0.169396,1497.32,-1693.96,835.229
15,0.0769196,0.038462,-0.0692591,0.00911403,-692.591,91.1403,939.452
16,0.07692,0.0769199,-0.0623427,-0.0633227,-623.427,-633.227,1043.67
17,0.07692,0.115385,-0.0623429,-0.000980341,-623.429,-9.80341,1043.67
18,0.07692,0.153846,-0.0623427,-0.000979999,-623.427,-9.79999,1043.67
19,0.07692,0.192308,-0.0623427,-0.000979858,-623.427,-9.79858,1043.67
20,0.07692,0.230769,-0.0623427,-0.000979724,-623.427,-9.79724,1043.67
21,0.07692,0.269231,-0.0623427,-0.000980273,-623.427,-9.80273,1043.67
22,0.07692,0.307692,-0.0623427,-0.000980139,-623.427,-9.80139,1043.67
23,0.07692,0.346154,-0.0623427,-0.000979999,-623.427,-9.79999,1043.67
24,0.07692,0.384615,-0.0623427,-0.000979999,-623.427,-9.79999,1043.67
25,0.07692,0.423077,-0.0623427,-0.000979999,-623.427,-9.79999,1043.67
26,0.07692,0.461538,-0.0623427,-0.00097973,-623.427,-9.7973,1043.67
27,0.07692,0.5,-0.0623428,-0.000979169,-623.428,-9.79169,1043.67
28,0.07692,0.538465,-0.0623428,0.0624825,-623.428,624.825,1043.67
29,0.0769196,0.576923,-0.0692591,-0.0121945,-692.591,-121.945,939.451
30,0.115385,0.038462,-9.15527e-08,0.00911388,-0.000915527,91.1388,939.452
31,0.115385,0.0769199,-3.41797e-07,-0.0633229,-0.00341797,-633.229,1043.67
32,0.115385,0.115385,-4.88281e-08,-0.000980048,-0.000488281,-9.80048,1043.67
33,0.115385,0.153846,-3.41797e-07,-0.000980145,-0.00341797,-9.80145,1043.67
